customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year
C6613,M,SC,31,30s,S,N,2015,N,.
C6614,F,AR,39,30s,M,Y,2015,Y,2016
C6615,M,CA,65,60s+,S,N,2015,N,.
C6616,M,MS,42,40s,M,Y,2015,Y,2016
C6617,M,LA,80,60s+,M,N,2015,N,.
C6618,F,MI,65,60s+,S,N,2015,N,.
C6619,F,OH,21,20s,M,Y,2015,N,.
C6620,F,NC,76,60s+,S,N,2015,Y,2016
C6621,F,TX,25,20s,M,N,2015,N,.
C6622,F,MS,60,60s+,M,N,2015,N,.
C6623,F,CA,68,60s+,S,N,2015,N,.
C6624,F,CA,18,10s,S,N,2015,N,.
C6625,F,NV,46,40s,M,Y,2015,Y,2016
C6626,F,CA,64,60s+,M,N,2015,N,.
C6627,F,TN,45,40s,M,Y,2015,N,.
C6628,M,CA,42,40s,M,N,2015,N,.
C6629,M,PA,59,50s,M,N,2015,N,.
C6630,M,AR,35,30s,M,Y,2015,N,.
C6631,M,CA,62,60s+,M,N,2015,N,.
C6632,F,NC,68,60s+,M,N,2015,Y,2016
C6633,M,NJ,40,40s,M,Y,2015,N,.
C6634,M,KY,42,40s,M,Y,2015,Y,2016
C6635,F,VA,43,40s,M,Y,2015,N,.
C6636,M,PA,59,50s,M,N,2015,N,.
C6637,M,FL,89,60s+,S,N,2015,N,.
C6638,F,FL,49,40s,M,Y,2015,N,.
C6639,M,NC,18,10s,M,N,2015,N,.
C6640,F,MD,84,60s+,S,N,2015,N,.
C6641,M,MD,44,40s,M,Y,2015,Y,2016
C6642,M,CA,22,20s,M,Y,2015,N,.
C6643,F,NC,40,40s,M,Y,2015,N,.
C6644,M,TX,49,40s,M,Y,2015,Y,2016
C6645,F,NC,51,50s,M,Y,2015,N,.
C6646,M,VA,18,10s,S,N,2015,N,.
C6647,M,NC,30,30s,S,N,2015,N,.
C6648,F,TN,43,40s,M,Y,2015,N,.
C6649,F,TN,30,30s,M,N,2015,N,.
C6650,F,FL,39,30s,M,Y,2015,N,.
C6651,F,NV,48,40s,M,Y,2015,N,.
C6652,F,CA,73,60s+,S,N,2015,N,.
C6653,M,KY,26,20s,M,Y,2015,Y,2016
C6654,F,NV,49,40s,M,N,2015,N,.
C6655,F,MA,29,20s,M,Y,2015,Y,2016
C6656,M,SC,55,50s,M,N,2015,N,.
C6657,F,SC,54,50s,M,Y,2015,N,.
C6658,F,AR,53,50s,M,N,2015,N,.
C6659,F,DC,47,40s,M,N,2015,N,.
C6660,F,NC,64,60s+,M,N,2015,Y,2016
C6661,M,CA,66,60s+,M,N,2015,N,.
C6662,M,TN,28,20s,S,N,2015,N,.
C6663,F,MI,65,60s+,M,N,2015,N,.
C6664,F,SC,62,60s+,S,N,2015,N,.
C6665,F,TN,40,40s,M,Y,2015,N,.
C6666,F,AZ,46,40s,M,N,2015,N,.
C6667,M,AR,34,30s,M,Y,2015,N,.
C6668,M,VA,46,40s,M,N,2015,Y,2016
C6669,M,NC,62,60s+,S,N,2015,N,.
C6670,M,TN,32,30s,S,N,2015,N,.
C6671,M,SC,54,50s,S,N,2015,Y,2016
C6672,M,NC,69,60s+,S,N,2015,N,.
C6673,M,OR,77,60s+,S,N,2015,Y,2016
C6674,M,MS,54,50s,S,N,2015,N,.
C6675,F,NY,32,30s,M,Y,2015,N,.
C6676,F,CA,79,60s+,S,N,2015,N,.
C6677,M,TX,25,20s,M,N,2015,N,.
C6678,M,SC,27,20s,S,N,2015,N,.
C6679,F,NC,55,50s,M,N,2015,N,.
C6680,M,CA,20,20s,S,N,2015,N,.
C6681,F,TX,36,30s,M,Y,2015,N,.
C6682,F,NY,69,60s+,S,N,2015,Y,2016
C6683,F,NY,28,20s,M,Y,2015,N,.
C6684,F,CA,53,50s,M,Y,2015,N,.
C6685,M,NC,60,60s+,M,N,2015,N,.
C6686,M,SC,44,40s,S,N,2015,N,.
C6687,M,DC,57,50s,M,N,2015,Y,2016
C6688,M,TN,70,60s+,S,N,2015,N,.
C6689,M,NV,26,20s,S,N,2015,Y,2016
C6690,M,TX,27,20s,S,N,2015,N,.
C6691,M,NV,43,40s,M,Y,2015,N,.
C6692,F,NC,25,20s,M,Y,2015,N,.
C6693,F,MS,33,30s,S,N,2015,Y,2016
C6694,M,TX,62,60s+,S,N,2015,N,.
C6695,F,SC,25,20s,M,Y,2015,N,.
C6696,M,TX,50,50s,M,Y,2015,N,.
C6697,F,TX,77,60s+,M,N,2015,N,.
C6698,F,VA,67,60s+,M,N,2015,Y,2016
C6699,M,TX,28,20s,S,N,2015,N,.
C6700,F,CA,66,60s+,M,N,2015,N,.
C6701,F,SC,49,40s,M,N,2015,Y,2016
C6702,M,AR,58,50s,S,N,2015,N,.
C6703,M,CA,41,40s,M,N,2015,N,.
C6704,F,GA,43,40s,M,Y,2015,N,.
C6705,F,NC,34,30s,S,Y,2015,Y,2016
C6706,F,IN,61,60s+,M,N,2015,N,.
C6707,F,MD,61,60s+,M,N,2015,N,.
C6708,F,FL,48,40s,S,N,2015,N,.
C6709,F,SC,21,20s,M,N,2015,N,.
C6710,M,CA,24,20s,S,N,2015,N,.
C6711,M,TN,59,50s,M,N,2015,N,.
C6712,F,NC,69,60s+,S,N,2015,N,.
C6713,M,NV,54,50s,S,N,2015,N,.
C6714,F,TX,45,40s,M,Y,2015,Y,2016
C6715,F,NC,51,50s,M,Y,2015,N,.
C6716,M,FL,26,20s,S,N,2015,N,.
C6717,F,NC,83,60s+,S,N,2015,N,.
C6718,F,AZ,54,50s,M,N,2015,Y,2016
C6719,F,IN,55,50s,M,N,2015,N,.
C6720,F,NC,65,60s+,M,N,2015,N,.
C6721,F,VA,56,50s,M,N,2015,N,.
C6722,M,NJ,55,50s,M,N,2015,N,.
C6723,M,FL,43,40s,M,N,2015,N,.
C6724,F,NH,59,50s,M,N,2015,N,.
C6725,M,NY,71,60s+,S,N,2015,Y,2016
C6726,F,AL,30,30s,M,Y,2015,N,.
C6727,F,FL,65,60s+,S,N,2015,Y,2016
C6728,F,GA,47,40s,M,Y,2015,N,.
C6729,F,CA,40,40s,M,Y,2015,N,.
C6730,F,NY,73,60s+,S,N,2015,N,.
C6731,M,SC,41,40s,M,N,2015,N,.
C6732,F,NY,57,50s,M,N,2015,N,.
C6733,F,SC,40,40s,M,Y,2015,N,.
C6734,M,NC,66,60s+,M,N,2015,Y,2016
C6735,M,CA,43,40s,M,N,2015,N,.
C6736,M,SC,40,40s,M,N,2016,Y,2017
C6737,M,DC,78,60s+,S,N,2016,Y,2017
C6738,F,FL,38,30s,M,N,2016,Y,2017
C6739,F,TN,67,60s+,M,N,2016,N,.
C6740,M,NC,81,60s+,S,N,2016,Y,2017
C6741,F,FL,68,60s+,S,N,2016,N,.
C6742,F,SC,34,30s,M,Y,2016,N,.
C6743,M,SC,64,60s+,M,N,2016,Y,2017
C6744,M,CT,38,30s,M,Y,2016,N,.
C6745,M,AL,34,30s,M,N,2016,N,.
C6746,M,VA,52,50s,M,N,2016,N,.
C6747,M,TX,33,30s,M,Y,2016,Y,2017
C6748,F,TX,52,50s,S,N,2016,N,.
C6749,F,PA,56,50s,M,N,2016,Y,2017
C6750,M,TX,41,40s,M,Y,2016,N,.
C6751,F,NV,49,40s,M,Y,2016,N,.
C6752,M,CA,49,40s,M,N,2016,N,.
C6753,M,GA,79,60s+,S,N,2016,N,.
C6754,F,TX,47,40s,M,N,2016,Y,2017
C6755,F,NC,65,60s+,M,N,2016,N,.
C6756,M,MD,45,40s,M,Y,2016,N,.
C6757,M,WV,39,30s,S,N,2016,Y,2017
C6758,M,NC,27,20s,M,Y,2016,Y,2017
C6759,F,NJ,55,50s,M,N,2016,N,.
C6760,M,NC,58,50s,M,N,2016,N,.
C6761,M,NC,51,50s,M,Y,2016,Y,2017
C6762,F,OH,52,50s,M,N,2016,N,.
C6763,M,GA,61,60s+,M,N,2016,N,.
C6764,F,TX,78,60s+,S,N,2016,N,.
C6765,M,NC,62,60s+,M,N,2016,N,.
C6766,F,GA,33,30s,M,Y,2016,Y,2017
C6767,M,FL,33,30s,S,N,2016,N,.
C6768,M,NJ,32,30s,M,Y,2016,N,.
C6769,M,CA,55,50s,M,N,2016,N,.
C6770,F,VA,33,30s,M,Y,2016,N,.
C6771,M,TX,63,60s+,M,N,2016,Y,2017
C6772,F,FL,28,20s,M,Y,2016,N,.
C6773,M,TX,45,40s,M,Y,2016,Y,2017
C6774,M,NH,74,60s+,S,N,2016,Y,2017
C6775,F,FL,20,20s,S,N,2016,N,.
C6776,M,MD,76,60s+,S,N,2016,N,.
C6777,M,NC,26,20s,M,Y,2016,N,.
C6778,F,NV,53,50s,M,N,2016,Y,2017
C6779,M,SC,50,50s,M,N,2016,N,.
C6780,F,CA,38,30s,M,Y,2016,N,.
C6781,F,VA,49,40s,M,Y,2016,N,.
C6782,F,NC,66,60s+,M,N,2016,N,.
C6783,M,VA,48,40s,M,Y,2016,N,.
C6784,M,LA,33,30s,M,N,2016,Y,2017
C6785,F,NV,69,60s+,S,N,2016,Y,2017
C6786,F,NY,43,40s,S,N,2016,N,.
C6787,F,WV,24,20s,M,N,2016,Y,2017
C6788,F,KY,26,20s,S,N,2016,N,.
C6789,F,NC,33,30s,M,Y,2016,N,.
C6790,M,TX,22,20s,S,N,2016,N,.
C6791,M,TX,32,30s,M,Y,2016,Y,2017
C6792,M,VA,21,20s,M,N,2016,N,.
C6793,M,SC,31,30s,S,N,2016,N,.
C6794,M,TX,36,30s,M,Y,2016,Y,2017
C6795,F,TX,59,50s,M,N,2016,N,.
C6796,M,NC,42,40s,M,Y,2016,N,.
C6797,M,CA,45,40s,S,N,2016,N,.
C6798,F,TX,37,30s,M,Y,2016,N,.
C6799,M,FL,66,60s+,M,N,2016,N,.
C6800,F,FL,37,30s,M,N,2016,N,.
C6801,F,NC,47,40s,S,N,2016,N,.
C6802,F,NV,72,60s+,S,N,2016,Y,2017
C6803,M,NY,52,50s,S,N,2016,Y,2017
C6804,F,GA,52,50s,M,Y,2016,Y,2017
C6805,F,FL,54,50s,M,Y,2016,N,.
C6806,M,CA,74,60s+,S,N,2016,Y,2017
C6807,F,MS,58,50s,M,N,2016,N,.
C6808,F,CA,67,60s+,M,N,2016,N,.
C6809,F,CA,53,50s,M,Y,2016,N,.
C6810,M,MA,33,30s,M,Y,2016,N,.
C6811,M,FL,72,60s+,S,N,2016,N,.
C6812,M,NC,44,40s,M,N,2016,N,.
C6813,M,LA,58,50s,M,N,2016,Y,2017
C6814,M,GA,47,40s,M,Y,2016,N,.
C6815,M,KY,34,30s,M,Y,2016,Y,2017
C6816,F,NC,63,60s+,S,N,2016,N,.
C6817,F,WV,28,20s,M,N,2016,N,.
C6818,F,NC,30,30s,M,Y,2016,Y,2017
C6819,F,NC,32,30s,S,N,2016,N,.
C6820,M,FL,63,60s+,M,N,2016,Y,2017
C6821,F,SC,61,60s+,S,N,2016,N,.
C6822,M,IL,74,60s+,S,N,2016,N,.
C6823,F,TX,34,30s,M,Y,2016,N,.
C6824,M,NC,34,30s,M,Y,2016,N,.
C6825,M,TX,43,40s,M,Y,2016,N,.
C6826,M,NC,25,20s,S,N,2016,N,.
C6827,M,CA,38,30s,S,N,2016,N,.
C6828,F,FL,44,40s,M,N,2016,Y,2017
C6829,M,NV,47,40s,M,Y,2016,N,.
C6830,M,TX,57,50s,M,N,2016,Y,2017
C6831,M,CA,22,20s,S,N,2016,N,.
C6832,F,MD,80,60s+,M,N,2016,N,.
C6833,M,VA,40,40s,M,N,2016,N,.
C6834,M,NV,66,60s+,S,N,2016,N,.
C6835,F,FL,52,50s,M,N,2016,Y,2017
C6836,M,MD,36,30s,M,N,2016,N,.
C6837,M,GA,47,40s,M,Y,2016,N,.
C6838,F,NC,62,60s+,S,N,2016,Y,2017
C6839,M,CA,39,30s,M,Y,2016,N,.
C6840,M,NC,43,40s,M,Y,2016,N,.
C6841,F,AL,31,30s,S,N,2016,N,.
C6842,F,CA,31,30s,M,Y,2016,Y,2017
C6843,F,SC,55,50s,M,N,2016,Y,2017
C6844,M,OH,50,50s,S,N,2016,Y,2017
C6845,M,MS,73,60s+,M,N,2016,N,.
C6846,F,FL,61,60s+,M,N,2016,N,.
C6847,M,DC,65,60s+,M,N,2016,N,.
C6848,F,MD,36,30s,S,N,2016,N,.
C6849,M,CA,67,60s+,S,N,2016,Y,2017
C6850,F,MD,52,50s,M,N,2016,N,.
C6851,M,CA,43,40s,M,Y,2016,N,.
C6852,F,TX,49,40s,S,Y,2016,N,.
C6853,M,VA,53,50s,M,Y,2016,Y,2017
C6854,M,SC,32,30s,M,N,2016,N,.
C6855,M,NV,25,20s,M,Y,2016,N,.
C6856,F,NV,60,60s+,M,N,2016,Y,2017
C6857,F,NC,38,30s,M,Y,2016,Y,2017
C6858,F,MD,56,50s,M,N,2016,N,.
C6859,F,VT,46,40s,S,Y,2016,N,.
C6860,M,CT,77,60s+,M,N,2016,N,.
C6861,M,CA,56,50s,S,N,2016,Y,2017
C6862,M,IL,74,60s+,S,N,2016,N,.
C6863,F,FL,36,30s,S,N,2016,Y,2017
C6864,F,CA,72,60s+,M,N,2016,N,.
C6865,F,TX,64,60s+,M,N,2016,N,.
C6866,F,FL,33,30s,S,N,2016,N,.
C6867,M,TX,44,40s,M,Y,2016,N,.
C6868,F,GA,58,50s,M,N,2016,N,.
C6869,M,AL,30,30s,M,Y,2016,N,.
C6870,F,NY,73,60s+,S,N,2016,Y,2017
C6871,M,NC,51,50s,M,Y,2016,N,.
C6872,M,VA,78,60s+,S,N,2016,Y,2017
C6873,F,TX,63,60s+,S,N,2016,N,.
C6874,M,TX,58,50s,M,N,2016,N,.
C6875,F,FL,28,20s,M,Y,2016,N,.
C6876,M,CA,39,30s,M,Y,2016,Y,2017
C6877,F,CA,54,50s,S,N,2016,N,.
C6878,F,NC,44,40s,M,Y,2016,N,.
C6879,F,NV,52,50s,M,Y,2016,Y,2017
C6880,F,WV,22,20s,S,N,2016,Y,2017
C6881,F,TN,36,30s,M,N,2016,N,.
C6882,M,CA,70,60s+,S,N,2016,N,.
C6883,F,NC,53,50s,M,N,2016,N,.
C6884,F,TX,47,40s,M,Y,2016,Y,2017
C6885,F,IA,75,60s+,S,N,2016,N,.
C6886,M,CA,36,30s,S,N,2016,N,.
C6887,F,TN,83,60s+,S,N,2016,N,.
C6888,M,CA,60,60s+,M,N,2016,Y,2017
C6889,M,NV,62,60s+,M,N,2016,N,.
C6890,M,NC,72,60s+,S,N,2016,Y,2017
C6891,M,NC,53,50s,S,N,2016,N,.
C6892,F,MD,64,60s+,M,N,2016,N,.
C6893,M,OH,60,60s+,S,N,2016,N,.
C6894,F,NC,61,60s+,M,N,2016,N,.
C6895,F,FL,35,30s,M,N,2016,N,.
C6896,F,VA,60,60s+,S,N,2016,Y,2017
C6897,M,NC,42,40s,S,N,2016,Y,2017
C6898,M,CA,44,40s,S,N,2016,N,.
C6899,M,NC,34,30s,M,Y,2016,N,.
C6900,F,GA,49,40s,M,N,2016,N,.
C6901,M,NC,28,20s,S,N,2016,N,.
C6902,M,NJ,72,60s+,M,N,2016,N,.
C6903,M,TX,30,30s,M,Y,2016,Y,2017
C6904,F,NY,26,20s,S,N,2016,N,.
C6905,F,SC,50,50s,M,Y,2016,Y,2017
C6906,M,NY,59,50s,M,N,2016,N,.
C6907,M,WV,61,60s+,M,N,2016,Y,2017
C6908,F,CT,45,40s,S,N,2016,N,.
C6909,F,NV,23,20s,M,N,2016,Y,2017
C6910,M,GA,53,50s,M,Y,2016,Y,2017
C6911,M,MI,37,30s,S,N,2016,N,.
C6912,F,CA,47,40s,M,Y,2016,N,.
C6913,M,NC,53,50s,M,Y,2016,N,.
C6914,F,GA,56,50s,M,N,2016,Y,2017
C6915,F,NH,34,30s,M,Y,2016,N,.
C6916,F,TX,41,40s,M,N,2016,Y,2017
C6917,F,NC,62,60s+,M,N,2016,N,.
C6918,M,NC,60,60s+,M,N,2016,N,.
C6919,F,TX,46,40s,M,N,2016,N,.
C6920,F,TN,35,30s,M,Y,2016,Y,2017
C6921,M,LA,43,40s,M,Y,2016,N,.
C6922,M,NJ,31,30s,S,N,2016,N,.
C6923,F,IA,43,40s,M,N,2016,Y,2017
C6924,F,KY,24,20s,S,N,2016,Y,2017
C6925,M,AL,52,50s,M,N,2016,N,.
C6926,F,IN,87,60s+,S,N,2016,N,.
C6927,F,KY,33,30s,M,N,2016,N,.
C6928,F,MN,41,40s,M,Y,2016,N,.
C6929,F,NV,59,50s,M,N,2016,Y,2017
C6930,F,CA,56,50s,M,N,2016,Y,2017
C6931,F,IN,45,40s,M,Y,2016,N,.
C6932,F,TX,33,30s,M,N,2016,N,.
C6933,M,SC,34,30s,S,Y,2016,N,.
C6934,M,SC,55,50s,M,N,2016,N,.
C6935,M,KY,37,30s,M,Y,2016,N,.
C6936,F,MD,21,20s,M,Y,2016,N,.
C6937,M,NV,28,20s,M,Y,2016,N,.
C6938,M,CA,64,60s+,S,N,2016,Y,2017
C6939,M,PA,43,40s,M,Y,2016,Y,2017
C6940,F,VA,53,50s,M,Y,2016,N,.
C6941,M,CA,65,60s+,S,N,2016,N,.
C6942,F,FL,32,30s,S,N,2016,N,.
C6943,F,NV,41,40s,M,Y,2016,N,.
C6944,F,MN,79,60s+,S,N,2016,N,.
C6945,M,WV,32,30s,M,Y,2016,N,.
C6946,M,VA,52,50s,M,Y,2016,Y,2017
C6947,M,TX,65,60s+,S,N,2016,N,.
C6948,M,WI,25,20s,S,N,2016,N,.
C6949,F,TX,25,20s,S,N,2016,Y,2017
C6950,M,FL,42,40s,M,N,2016,N,.
C6951,M,MD,31,30s,S,N,2016,N,.
C6952,M,CA,43,40s,M,Y,2016,N,.
C6953,F,NV,48,40s,M,N,2016,N,.
C6954,M,AR,57,50s,M,N,2016,Y,2017
C6955,F,TX,27,20s,M,N,2016,Y,2017
C6956,F,NC,67,60s+,S,N,2016,Y,2017
C6957,F,LA,30,30s,M,N,2016,N,.
C6958,M,NV,28,20s,M,N,2016,N,.
C6959,M,NJ,31,30s,S,N,2016,Y,2017
C6960,M,LA,52,50s,M,N,2016,N,.
C6961,M,CA,29,20s,M,Y,2016,N,.
C6962,F,FL,65,60s+,S,N,2016,N,.
C6963,M,NC,66,60s+,S,N,2016,N,.
C6964,M,TX,22,20s,M,N,2016,N,.
C6965,F,SC,61,60s+,M,N,2016,N,.
C6966,M,IN,51,50s,S,N,2016,Y,2017
C6967,M,KY,23,20s,M,Y,2016,N,.
C6968,F,NV,27,20s,S,N,2016,N,.
C6969,M,FL,69,60s+,M,N,2016,Y,2017
C6970,F,GA,62,60s+,S,N,2016,N,.
C6971,M,CA,30,30s,S,N,2016,N,.
C6972,F,FL,71,60s+,S,N,2016,N,.
C6973,M,VA,27,20s,M,N,2016,Y,2017
C6974,F,SC,37,30s,M,Y,2016,N,.
C6975,F,KY,21,20s,S,N,2016,N,.
C6976,M,CA,33,30s,M,N,2016,Y,2017
C6977,M,DE,21,20s,M,Y,2016,N,.
C6978,F,TN,64,60s+,S,N,2016,Y,2017
C6979,F,CA,45,40s,M,Y,2016,N,.
C6980,M,NY,44,40s,M,Y,2016,N,.
C6981,M,SC,35,30s,M,Y,2016,N,.
C6982,F,NV,37,30s,M,N,2016,N,.
C6983,M,CA,64,60s+,M,N,2016,N,.
C6984,F,TX,35,30s,M,Y,2016,Y,2017
C6985,F,VA,36,30s,M,Y,2016,Y,2017
C6986,F,IN,42,40s,M,N,2016,N,.
C6987,F,TX,64,60s+,M,N,2016,Y,2017
C6988,F,NC,41,40s,M,Y,2016,N,.
C6989,F,OH,50,50s,M,Y,2016,N,.
C6990,F,PA,31,30s,S,Y,2016,N,.
C6991,M,CA,38,30s,M,Y,2016,N,.
C6992,F,FL,44,40s,M,Y,2016,Y,2017
C6993,M,VA,54,50s,M,Y,2016,Y,2017
C6994,F,MD,35,30s,S,N,2016,N,.
C6995,F,TX,52,50s,S,N,2016,N,.
C6996,F,SC,47,40s,M,Y,2016,N,.
C6997,M,DE,43,40s,S,N,2016,N,.
C6998,F,SC,51,50s,M,N,2016,Y,2017
C6999,M,TX,89,60s+,S,N,2016,N,.
C7000,F,NV,58,50s,M,N,2016,Y,2017
C7001,F,TN,36,30s,M,Y,2016,N,.
C7002,M,SC,37,30s,S,N,2016,N,.
C7003,F,SC,52,50s,M,Y,2016,N,.
C7004,M,CA,30,30s,M,Y,2016,Y,2017
C7005,F,TN,56,50s,S,N,2016,N,.
C7006,F,FL,55,50s,M,N,2016,N,.
C7007,M,CA,63,60s+,S,N,2016,Y,2017
C7008,M,GA,33,30s,M,N,2016,N,.
C7009,M,PA,35,30s,M,N,2016,N,.
C7010,F,CA,62,60s+,S,N,2016,Y,2017
C7011,M,AL,43,40s,S,N,2016,N,.
C7012,M,VA,68,60s+,M,N,2016,N,.
C7013,F,NC,78,60s+,M,N,2016,N,.
C7014,M,TX,43,40s,M,N,2016,N,.
C7015,F,GA,19,10s,S,N,2016,N,.
C7016,M,FL,67,60s+,S,N,2016,N,.
C7017,F,NV,33,30s,S,N,2016,Y,2017
C7018,M,CA,24,20s,M,N,2016,N,.
C7019,M,FL,30,30s,M,N,2016,N,.
C7020,M,NC,23,20s,M,N,2016,Y,2017
C7021,M,AL,53,50s,M,Y,2016,N,.
C7022,M,CT,66,60s+,M,N,2016,N,.
C7023,M,TX,50,50s,M,Y,2016,Y,2017
C7024,F,AZ,65,60s+,M,N,2016,N,.
C7025,F,NC,49,40s,M,Y,2016,N,.
C7026,F,NY,66,60s+,S,N,2016,Y,2017
C7027,F,IN,55,50s,M,N,2016,Y,2017
C7028,F,CA,23,20s,S,N,2016,N,.
C7029,M,VA,56,50s,M,N,2016,N,.
C7030,F,LA,25,20s,S,N,2016,N,.
C7031,M,AL,65,60s+,M,N,2016,N,.
C7032,M,NY,44,40s,M,Y,2016,N,.
C7033,M,CA,32,30s,S,N,2016,Y,2017
C7034,F,MS,53,50s,S,N,2016,N,.
C7035,F,VA,70,60s+,S,N,2016,Y,2017
C7036,M,NV,65,60s+,S,N,2016,N,.
C7037,F,NC,45,40s,M,N,2016,N,.
C7038,F,PA,63,60s+,M,N,2016,N,.
C7039,F,FL,84,60s+,S,N,2016,N,.
C7040,M,SC,45,40s,M,Y,2016,Y,2017
C7041,M,CA,19,10s,S,N,2016,N,.
C7042,F,PA,46,40s,M,N,2016,N,.
C7043,M,CT,54,50s,M,Y,2016,Y,2017
C7044,F,IL,31,30s,S,Y,2016,N,.
C7045,M,NC,33,30s,M,N,2016,Y,2017
C7046,M,CA,35,30s,S,N,2016,Y,2017
C7047,M,VA,46,40s,M,Y,2016,N,.
C7048,M,VA,22,20s,M,Y,2016,N,.
C7049,M,KY,49,40s,M,Y,2016,N,.
C7050,M,CT,66,60s+,S,N,2016,Y,2017
C7051,F,NC,53,50s,M,N,2016,N,.
C7052,M,TX,36,30s,S,N,2016,Y,2017
C7053,M,NY,69,60s+,S,N,2016,N,.
C7054,F,FL,20,20s,S,N,2016,N,.
C7055,M,VA,37,30s,S,N,2016,N,.
C7056,M,GA,24,20s,S,N,2016,N,.
C7057,M,KY,73,60s+,S,N,2016,N,.
C7058,F,LA,43,40s,M,Y,2016,Y,2017
C7059,F,CA,52,50s,M,Y,2016,N,.
C7060,M,MI,38,30s,M,N,2016,Y,2017
C7061,M,DC,24,20s,S,N,2016,Y,2017
C7062,F,CA,40,40s,M,N,2016,N,.
C7063,M,KY,31,30s,S,N,2016,N,.
C7064,F,NC,65,60s+,M,N,2016,N,.
C7065,M,SC,42,40s,M,N,2016,N,.
C7066,F,FL,21,20s,M,Y,2016,Y,2017
C7067,M,NC,37,30s,S,N,2016,N,.
C7068,F,NJ,39,30s,M,Y,2016,N,.
C7069,F,AL,46,40s,M,Y,2016,Y,2017
C7070,F,FL,54,50s,M,N,2016,N,.
C7071,M,SC,38,30s,M,N,2016,N,.
C7072,M,CA,29,20s,S,N,2016,N,.
C7073,M,TX,64,60s+,M,N,2016,Y,2017
C7074,F,NY,78,60s+,S,N,2016,Y,2017
C7075,M,FL,43,40s,M,Y,2016,N,.
C7076,M,NV,24,20s,S,Y,2016,N,.
C7077,F,NV,36,30s,M,Y,2016,N,.
C7078,M,SC,42,40s,M,Y,2016,N,.
C7079,F,KY,44,40s,M,Y,2016,Y,2017
C7080,M,CA,34,30s,S,N,2016,Y,2017
C7081,M,IA,59,50s,M,N,2016,N,.
C7082,M,FL,65,60s+,S,N,2016,N,.
C7083,F,IL,36,30s,M,Y,2016,N,.
C7084,M,NV,77,60s+,M,N,2016,Y,2017
C7085,F,CA,29,20s,S,N,2016,N,.
C7086,M,PA,56,50s,M,N,2016,Y,2017
C7087,M,AR,44,40s,M,N,2016,N,.
C7088,F,NV,45,40s,M,Y,2016,N,.
C7089,M,TX,56,50s,M,N,2016,N,.
C7090,F,NY,44,40s,S,N,2016,N,.
C7091,F,CA,37,30s,M,Y,2016,N,.
C7092,M,NV,72,60s+,S,N,2016,N,.
C7093,M,ME,43,40s,M,Y,2016,N,.
C7094,M,GA,53,50s,M,Y,2016,Y,2017
C7095,M,NC,32,30s,S,N,2016,N,.
C7096,F,NC,72,60s+,M,N,2016,Y,2017
C7097,F,VA,66,60s+,M,N,2016,N,.
C7098,M,GA,59,50s,S,N,2016,N,.
C7099,M,NC,58,50s,M,N,2016,N,.
C7100,M,GA,40,40s,M,N,2016,N,.
C7101,F,NC,54,50s,S,N,2016,N,.
C7102,F,MS,35,30s,M,Y,2016,Y,2017
C7103,F,NC,20,20s,M,Y,2016,N,.
C7104,F,MD,34,30s,M,Y,2016,N,.
C7105,M,IL,71,60s+,M,N,2016,Y,2017
C7106,F,CA,39,30s,M,N,2016,Y,2017
C7107,F,NC,63,60s+,S,N,2016,N,.
C7108,M,CA,26,20s,S,N,2016,N,.
C7109,F,NC,68,60s+,S,N,2016,Y,2017
C7110,F,TN,73,60s+,M,N,2016,N,.
C7111,F,CA,65,60s+,M,N,2016,N,.
C7112,M,NC,47,40s,S,N,2016,Y,2017
C7113,F,NC,62,60s+,M,N,2016,N,.
C7114,M,FL,28,20s,S,N,2016,N,.
C7115,F,CA,62,60s+,M,N,2016,Y,2017
C7116,F,IN,35,30s,M,Y,2016,N,.
C7117,M,CA,20,20s,S,N,2016,Y,2017
C7118,F,TN,45,40s,M,Y,2016,N,.
C7119,F,AL,56,50s,M,N,2016,N,.
C7120,M,AL,37,30s,S,N,2016,N,.
C7121,F,TX,89,60s+,M,N,2016,N,.
C7122,M,FL,71,60s+,S,N,2016,Y,2017
C7123,F,TX,22,20s,S,N,2016,N,.
C7124,F,AL,67,60s+,S,N,2016,Y,2017
C7125,F,CA,22,20s,S,N,2016,N,.
C7126,M,VT,26,20s,M,Y,2016,N,.
C7127,F,WV,76,60s+,S,N,2016,N,.
C7128,F,SC,40,40s,M,N,2016,N,.
C7129,M,CA,23,20s,S,N,2016,N,.
C7130,M,NV,46,40s,M,Y,2016,N,.
C7131,F,SC,65,60s+,M,N,2016,Y,2017
C7132,M,SC,43,40s,M,Y,2016,N,.
C7133,F,NY,39,30s,S,N,2016,Y,2017
C7134,F,NC,25,20s,M,Y,2016,N,.
C7135,M,FL,73,60s+,M,N,2016,N,.
C7136,F,IN,84,60s+,S,N,2016,N,.
C7137,M,MD,69,60s+,M,N,2016,N,.
C7138,F,NC,45,40s,M,Y,2016,Y,2017
C7139,M,SC,56,50s,M,N,2016,N,.
C7140,M,NC,62,60s+,M,N,2016,Y,2017
C7141,M,TX,35,30s,M,Y,2016,N,.
C7142,M,TN,61,60s+,M,N,2016,N,.
C7143,M,NC,39,30s,S,N,2016,Y,2017
C7144,F,NY,61,60s+,S,N,2016,N,.
C7145,F,FL,28,20s,S,N,2016,N,.
