customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year,last_down_date,down_flag,customer_sales
C7442,M,IL,36,30s,M,Y,2017,Y,2018,.,0,.
C7443,M,SC,23,20s,S,N,2017,Y,2018,.,0,.
C7444,F,SC,50,50s,M,Y,2017,N,.,11-03-2018,1,15.94635
C7445,F,NC,60,60s+,S,N,2017,Y,2018,.,0,.
C7446,F,SC,22,20s,S,N,2017,Y,2018,.,0,.
C7447,F,NC,60,60s+,S,N,2017,N,.,12-23-2017,1,15.326030000000001
C7448,M,CA,57,50s,M,N,2017,N,.,12-08-2018,1,11.057630000000001
C7449,F,NC,65,60s+,S,N,2017,N,.,10-13-2018,1,11.479860000000002
C7450,M,SC,26,20s,S,N,2017,N,.,12-21-2018,1,16.494170000000004
C7451,F,NC,51,50s,M,N,2017,N,.,12-22-2017,1,13.924400000000002
C7452,F,NV,53,50s,M,Y,2017,N,.,11-22-2018,1,25.97779999999999
C7453,F,NC,72,60s+,S,N,2017,Y,2018,.,0,.
C7454,M,KY,24,20s,S,N,2017,N,.,12-31-2017,1,8.670480000000001
C7455,M,SC,76,60s+,M,N,2017,N,.,11-28-2018,1,23.818609999999996
C7456,M,MN,83,60s+,S,N,2017,N,.,12-25-2018,1,20.1221
C7457,F,FL,62,60s+,S,N,2017,Y,2018,.,0,.
C7458,M,TN,81,60s+,S,N,2017,Y,2018,.,0,.
C7459,F,AR,57,50s,M,N,2017,N,.,11-27-2018,1,17.22923
C7460,F,NY,68,60s+,S,N,2017,Y,2018,.,0,.
C7461,M,LA,45,40s,M,Y,2017,N,.,10-24-2018,1,10.23545
C7462,M,TX,89,60s+,S,N,2017,Y,2018,.,0,.
C7463,M,IL,49,40s,M,Y,2017,Y,2018,.,0,.
C7464,F,CA,36,30s,M,Y,2017,N,.,12-17-2017,1,6.445550000000001
C7465,M,MD,50,50s,S,N,2017,Y,2018,.,0,.
C7466,M,CA,55,50s,M,N,2017,Y,2018,.,0,.
C7467,F,FL,50,50s,M,Y,2017,Y,2018,.,0,.
C7468,M,IN,88,60s+,S,N,2017,N,.,12-28-2018,1,19.65184
C7469,F,MA,47,40s,S,Y,2017,N,.,11-18-2017,1,14.5263
C7470,F,NC,19,10s,M,Y,2017,N,.,12-27-2018,1,12.65264
C7471,F,TN,54,50s,M,Y,2017,N,.,11-15-2017,1,12.975550000000002
C7472,M,MD,26,20s,M,Y,2017,Y,2018,.,0,.
C7473,F,FL,31,30s,M,Y,2017,Y,2018,.,0,.
C7474,M,IA,24,20s,M,N,2017,Y,2018,.,0,.
C7475,M,TX,80,60s+,S,N,2017,N,.,12-21-2018,1,13.937450000000002
C7476,M,TN,32,30s,S,N,2017,Y,2018,.,0,.
C7477,F,TX,45,40s,M,N,2017,N,.,11-26-2018,1,12.578240000000003
C7478,F,NC,38,30s,M,N,2017,Y,2018,.,0,.
C7479,F,SC,69,60s+,M,N,2017,N,.,12-03-2017,1,24.042029999999993
C7480,F,NC,42,40s,M,N,2017,N,.,11-25-2018,1,9.30048
C7481,M,NC,66,60s+,S,N,2017,N,.,09-06-2017,1,7.306700000000001
C7482,F,AL,45,40s,M,Y,2016,N,.,12-30-2016,1,11.505580000000002
C7483,F,OH,37,30s,M,Y,2016,N,.,12-31-2016,1,11.756139350000002
C7484,M,NV,65,60s+,M,N,2017,Y,2018,.,0,.
C7485,M,CA,69,60s+,S,N,2017,Y,2018,.,0,.
C7486,M,CA,29,20s,M,Y,2016,N,.,12-31-2016,1,13.253225700000002
C7487,M,NY,81,60s+,S,N,2017,Y,2018,.,0,.
C7488,M,NC,67,60s+,M,N,2017,N,.,12-31-2017,1,12.251460000000002
C7489,F,MD,18,10s,M,N,2017,N,.,12-21-2018,1,9.250480000000001
C7490,F,TN,32,30s,M,Y,2017,Y,2018,.,0,.
C7491,F,NH,39,30s,S,N,2017,N,.,12-17-2017,1,15.078440000000002
C7492,M,FL,53,50s,M,Y,2017,Y,2018,.,0,.
C7493,F,NV,30,30s,M,Y,2016,N,.,12-30-2016,1,19.28654935
C7494,M,NV,57,50s,M,N,2017,N,.,12-29-2018,1,25.734279999999995
C7495,M,MS,62,60s+,S,N,2017,N,.,11-25-2018,1,15.433590000000002
C7496,M,NY,73,60s+,M,N,2017,Y,2018,.,0,.
C7497,M,KY,50,50s,M,Y,2017,Y,2018,.,0,.
C7498,F,NC,23,20s,M,Y,2017,N,.,12-29-2018,1,15.319600000000001
C7499,M,TN,28,20s,S,N,2017,N,.,11-29-2018,1,12.55086
C7500,M,NY,47,40s,S,N,2017,N,.,11-22-2017,1,12.085450000000002
C7501,F,FL,27,20s,S,N,2017,Y,2018,.,0,.
C7502,F,OH,32,30s,M,N,2017,Y,2018,.,0,.
C7503,F,SC,42,40s,M,N,2017,N,.,12-15-2017,1,28.317049999999984
C7504,M,NC,35,30s,M,N,2017,N,.,11-12-2017,1,15.140540000000001
C7505,M,NV,67,60s+,S,N,2017,N,.,12-28-2018,1,23.907839999999993
C7506,M,MA,29,20s,M,Y,2017,Y,2018,.,0,.
C7507,M,DC,19,10s,M,Y,2017,N,.,12-24-2018,1,10.580800000000002
C7508,M,TX,33,30s,M,N,2016,N,.,12-31-2016,1,11.66724935
C7509,F,TN,21,20s,M,N,2017,N,.,12-14-2018,1,8.347650000000002
C7510,F,NV,72,60s+,S,N,2017,N,.,12-15-2017,1,29.778859999999987
C7511,M,FL,84,60s+,S,N,2017,Y,2018,.,0,.
C7512,F,CA,25,20s,S,N,2017,Y,2018,.,0,.
C7513,F,FL,42,40s,S,N,2017,N,.,12-05-2018,1,14.455530000000001
C7514,M,CA,59,50s,M,N,2017,N,.,12-27-2018,1,12.32729
C7515,F,CA,26,20s,S,N,2017,N,.,12-30-2017,1,10.04639
C7516,F,CA,64,60s+,M,N,2017,N,.,12-05-2017,1,18.50417
C7517,M,CA,41,40s,M,Y,2017,N,.,11-11-2017,1,14.873360000000003
C7518,M,SC,42,40s,M,Y,2017,Y,2018,.,0,.
C7519,F,NC,31,30s,S,N,2017,Y,2018,.,0,.
C7520,F,FL,34,30s,M,N,2017,N,.,12-22-2017,1,10.277700000000001
C7521,M,NC,35,30s,M,Y,2017,Y,2018,.,0,.
C7522,M,TN,29,20s,S,N,2017,N,.,12-30-2017,1,6.45775
C7523,M,NY,23,20s,S,N,2017,Y,2018,.,0,.
C7524,F,FL,24,20s,S,N,2016,N,.,12-30-2016,1,9.783241129999999
C7525,F,CA,25,20s,S,N,2017,N,.,12-14-2017,1,4.83085
C7526,M,IN,32,30s,M,Y,2017,N,.,12-03-2018,1,11.65823
C7527,M,FL,24,20s,S,N,2017,Y,2018,.,0,.
C7528,M,IL,61,60s+,M,N,2017,N,.,10-22-2018,1,10.706890000000001
C7529,F,TX,75,60s+,S,N,2017,Y,2018,.,0,.
C7530,M,TX,46,40s,M,N,2017,N,.,11-17-2018,1,22.251259999999995
C7531,F,MS,52,50s,M,Y,2017,N,.,12-01-2018,1,20.153179999999995
C7532,F,TX,30,30s,M,Y,2017,N,.,10-27-2017,1,12.269230000000002
C7533,M,NC,57,50s,M,N,2017,Y,2018,.,0,.
C7534,M,IL,52,50s,M,N,2017,N,.,12-31-2017,1,13.41918
C7535,F,NY,23,20s,S,Y,2017,N,.,12-14-2017,1,15.23107
C7536,F,DE,30,30s,S,N,2017,Y,2018,.,0,.
C7537,F,CA,52,50s,M,N,2017,N,.,12-17-2017,1,11.647079999999999
C7538,M,CA,24,20s,S,Y,2017,N,.,07-22-2018,1,8.97665
C7539,F,VA,28,20s,M,N,2017,Y,2018,.,0,.
C7540,F,NC,40,40s,M,Y,2016,N,.,12-31-2016,1,20.723795699999997
C7541,M,MD,63,60s+,S,N,2017,Y,2018,.,0,.
C7542,M,TN,35,30s,M,Y,2017,Y,2018,.,0,.
C7543,F,MI,59,50s,M,N,2017,N,.,12-06-2018,1,17.336430000000004
C7544,F,NV,26,20s,M,N,2017,Y,2018,.,0,.
C7545,M,FL,42,40s,M,Y,2017,N,.,12-29-2018,1,13.96608
C7546,F,TN,58,50s,M,N,2016,N,.,12-31-2016,1,17.4141257
C7547,M,OH,41,40s,M,Y,2017,N,.,11-23-2018,1,12.006650000000002
C7548,M,NC,19,10s,M,Y,2017,N,.,12-11-2017,1,6.749750000000001
C7549,M,IN,73,60s+,S,N,2017,N,.,12-07-2018,1,15.262860000000003
C7550,F,TX,78,60s+,S,N,2017,N,.,12-26-2017,1,14.525929999999997
C7551,F,MD,33,30s,M,Y,2017,N,.,12-22-2018,1,12.727
C7552,M,GA,58,50s,S,N,2017,Y,2018,.,0,.
C7553,M,TN,44,40s,S,N,2017,Y,2018,.,0,.
C7554,F,NC,79,60s+,S,N,2017,Y,2018,.,0,.
C7555,F,IN,19,10s,M,Y,2017,N,.,12-18-2017,1,17.492660000000004
C7556,M,MD,60,60s+,S,N,2017,Y,2018,.,0,.
C7557,M,SC,49,40s,M,Y,2017,Y,2018,.,0,.
C7558,M,CA,54,50s,M,N,2017,N,.,12-01-2018,1,19.72976
C7559,F,NY,35,30s,S,N,2017,N,.,12-19-2017,1,20.874879999999997
C7560,F,TX,46,40s,M,Y,2017,N,.,12-21-2017,1,14.709420000000001
C7561,F,CA,63,60s+,M,N,2017,N,.,12-28-2018,1,14.944450000000002
C7562,M,IN,24,20s,S,N,2017,Y,2018,.,0,.
C7563,F,CA,47,40s,S,Y,2017,N,.,12-22-2017,1,15.085510000000001
C7564,M,NC,63,60s+,M,N,2017,N,.,11-01-2017,1,13.9054
C7565,F,CA,62,60s+,M,N,2017,Y,2018,.,0,.
C7566,M,GA,47,40s,M,N,2017,Y,2018,.,0,.
C7567,F,TN,42,40s,M,N,2017,N,.,12-24-2017,1,22.16191
C7568,F,TX,67,60s+,S,N,2017,N,.,11-09-2018,1,14.019230000000002
C7569,F,FL,71,60s+,S,N,2017,Y,2018,.,0,.
C7570,M,CA,59,50s,S,N,2017,Y,2018,.,0,.
C7571,M,NY,57,50s,M,N,2017,Y,2018,.,0,.
C7572,M,CA,22,20s,S,N,2017,Y,2018,.,0,.
C7573,M,OH,38,30s,S,N,2017,N,.,12-09-2018,1,10.477440000000001
C7574,M,WI,28,20s,M,Y,2017,N,.,12-29-2017,1,19.941969999999998
C7575,F,FL,40,40s,M,Y,2017,N,.,11-23-2017,1,15.865350000000001
C7576,F,SC,38,30s,M,Y,2016,N,.,12-30-2016,1,27.015189999999997
C7577,M,SC,70,60s+,S,N,2017,N,.,11-09-2017,1,19.59197
C7578,F,DC,19,10s,S,N,2017,N,.,12-18-2018,1,10.380380000000002
C7579,F,NV,62,60s+,M,N,2017,Y,2018,.,0,.
C7580,F,NC,23,20s,M,Y,2017,Y,2018,.,0,.
C7581,M,ME,73,60s+,S,N,2017,N,.,12-05-2018,1,11.069380000000002
C7582,F,NC,44,40s,M,Y,2017,N,.,12-24-2017,1,16.19703
C7583,F,TN,45,40s,M,Y,2017,Y,2018,.,0,.
C7584,M,FL,64,60s+,M,N,2017,N,.,12-17-2018,1,13.936500000000002
C7585,F,TX,26,20s,M,Y,2017,N,.,10-21-2017,1,9.3176
C7586,F,KY,33,30s,M,N,2017,N,.,11-30-2018,1,8.045910000000001
C7587,F,SC,33,30s,M,Y,2017,N,.,12-23-2018,1,24.758979999999987
C7588,M,TN,60,60s+,M,N,2017,N,.,12-23-2018,1,17.632730000000002
C7589,M,CA,42,40s,M,Y,2017,N,.,12-18-2017,1,9.40645
C7590,M,CA,57,50s,M,N,2017,N,.,09-17-2017,1,12.873350000000002
C7591,F,TX,42,40s,M,N,2017,Y,2018,.,0,.
C7592,F,CA,44,40s,M,Y,2017,N,.,12-04-2017,1,15.20803
C7593,F,SC,31,30s,M,N,2017,Y,2018,.,0,.
C7594,F,WV,22,20s,S,N,2017,N,.,12-01-2018,1,14.387840000000002
C7595,F,TX,47,40s,M,Y,2017,N,.,12-28-2018,1,15.632780000000002
C7596,M,SC,39,30s,M,N,2016,N,.,12-30-2017,1,19.77533935
C7597,F,NC,26,20s,M,N,2017,Y,2018,.,0,.
C7598,F,NV,29,20s,M,Y,2017,Y,2018,.,0,.
C7599,F,LA,49,40s,M,N,2017,N,.,11-30-2017,1,18.816039999999997
C7600,F,AZ,34,30s,M,Y,2017,N,.,11-09-2017,1,10.31655
C7601,M,CA,27,20s,M,Y,2017,N,.,11-30-2017,1,10.45138
C7602,M,CA,61,60s+,S,N,2017,N,.,09-22-2017,1,11.416600000000003
C7603,M,WV,39,30s,M,Y,2017,Y,2018,.,0,.
C7604,F,MI,18,10s,S,N,2017,Y,2018,.,0,.
C7605,F,NY,61,60s+,M,N,2017,Y,2018,.,0,.
C7606,F,OH,19,10s,M,N,2017,N,.,12-23-2018,1,11.62432
C7607,M,NV,29,20s,M,Y,2017,Y,2018,.,0,.
C7608,M,NY,40,40s,M,Y,2017,N,.,12-18-2017,1,12.94474
C7609,F,IL,52,50s,M,Y,2017,N,.,11-24-2017,1,15.15149
C7610,M,NY,44,40s,S,N,2017,N,.,12-29-2018,1,10.4266
C7611,M,CA,30,30s,S,N,2017,N,.,11-20-2018,1,10.42933
C7612,M,SC,47,40s,M,Y,2017,N,.,12-02-2018,1,27.23127999999999
C7613,F,NC,78,60s+,S,N,2017,N,.,12-25-2018,1,15.769800000000002
C7614,M,NC,45,40s,M,Y,2017,N,.,11-20-2018,1,14.481800000000002
C7615,M,TX,21,20s,M,Y,2017,N,.,11-27-2017,1,9.4299
C7616,F,CA,49,40s,M,N,2017,Y,2018,.,0,.
C7617,F,SC,29,20s,M,Y,2017,Y,2018,.,0,.
C7618,F,CA,28,20s,S,Y,2017,Y,2018,.,0,.
C7619,M,CA,27,20s,S,N,2017,N,.,12-26-2018,1,13.23178
C7620,M,GA,79,60s+,S,N,2017,N,.,12-14-2018,1,9.450330000000001
C7621,F,NV,34,30s,M,N,2017,Y,2018,.,0,.
C7622,M,VA,50,50s,M,N,2017,N,.,12-01-2017,1,11.520700000000001
C7623,M,IA,29,20s,S,N,2017,Y,2018,.,0,.
C7624,F,VA,45,40s,M,N,2017,N,.,12-31-2017,1,10.98516
C7625,M,SC,29,20s,M,Y,2017,N,.,10-22-2018,1,20.91258
C7626,M,CA,70,60s+,M,N,2017,N,.,12-01-2017,1,16.33113
C7627,F,CA,25,20s,M,Y,2017,Y,2018,.,0,.
C7628,M,CA,54,50s,S,N,2017,N,.,12-09-2018,1,9.43038
C7629,M,TX,29,20s,M,N,2017,N,.,12-14-2017,1,7.8365
C7630,F,CA,32,30s,S,N,2017,Y,2018,.,0,.
C7631,M,TX,24,20s,M,Y,2017,N,.,12-09-2017,1,12.55511
C7632,M,NC,39,30s,M,N,2017,N,.,12-15-2017,1,18.57328
C7633,F,MS,30,30s,M,Y,2017,Y,2018,.,0,.
C7634,F,VA,65,60s+,M,N,2017,N,.,12-21-2018,1,22.079929999999997
C7635,M,CA,19,10s,M,Y,2017,Y,2018,.,0,.
C7636,M,FL,47,40s,S,N,2017,N,.,12-16-2018,1,21.843369999999997
C7637,M,NV,20,20s,M,Y,2017,N,.,12-22-2018,1,23.74544
C7638,F,TN,45,40s,S,N,2017,Y,2018,.,0,.
C7639,F,WV,55,50s,M,N,2017,Y,2018,.,0,.
C7640,M,TX,68,60s+,S,N,2017,N,.,12-31-2017,1,16.37771
C7641,F,MI,44,40s,S,N,2017,Y,2018,.,0,.
C7642,M,CA,74,60s+,M,N,2017,N,.,12-07-2018,1,11.53458
C7643,M,NV,25,20s,M,Y,2017,N,.,11-28-2017,1,21.624619999999997
C7644,M,NY,32,30s,M,Y,2016,N,.,12-30-2016,1,15.292933000000001
C7645,F,PA,59,50s,M,N,2017,Y,2018,.,0,.
C7646,M,VA,40,40s,M,Y,2017,N,.,12-09-2018,1,9.749330000000002
C7647,M,NV,60,60s+,S,N,2017,N,.,11-30-2018,1,28.411129999999986
C7648,F,MA,46,40s,S,N,2017,N,.,12-06-2017,1,19.84127
C7649,F,FL,58,50s,M,N,2017,N,.,12-31-2017,1,13.01335
C7650,M,NV,28,20s,S,N,2017,N,.,11-12-2017,1,17.98722
C7651,F,LA,28,20s,S,N,2017,Y,2018,.,0,.
C7652,M,TX,71,60s+,S,N,2017,Y,2018,.,0,.
C7653,F,WV,47,40s,M,N,2017,Y,2018,.,0,.
C7654,M,AL,61,60s+,M,N,2017,Y,2018,.,0,.
C7655,F,TN,64,60s+,S,N,2017,N,.,12-13-2017,1,13.068490000000002
C7656,F,SC,67,60s+,S,N,2017,N,.,12-14-2017,1,24.184759999999997
C7657,F,TX,33,30s,S,N,2017,Y,2018,.,0,.
C7658,F,VA,61,60s+,S,N,2017,N,.,12-13-2017,1,11.470279999999999
C7659,F,FL,64,60s+,S,N,2017,Y,2018,.,0,.
C7660,M,CA,26,20s,S,N,2017,N,.,12-26-2017,1,12.866900000000001
C7661,M,MI,61,60s+,M,N,2017,N,.,12-31-2017,1,16.14281
C7662,F,FL,29,20s,M,N,2017,N,.,12-29-2018,1,8.603840000000002
C7663,M,NC,35,30s,M,Y,2017,N,.,12-24-2018,1,17.561230000000002
C7664,M,NC,38,30s,M,Y,2017,N,.,12-15-2017,1,8.500800000000002
C7665,F,NJ,41,40s,M,Y,2017,N,.,12-19-2018,1,9.270430000000001
C7666,M,NV,62,60s+,M,N,2017,Y,2018,.,0,.
C7667,F,WV,33,30s,S,N,2017,N,.,12-28-2018,1,11.014690000000002
C7668,M,TN,45,40s,M,N,2017,Y,2018,.,0,.
C7669,F,NC,22,20s,M,N,2017,N,.,11-25-2018,1,4.70985
C7670,M,NC,41,40s,M,Y,2017,N,.,11-07-2018,1,16.08399
C7671,F,MD,44,40s,M,Y,2017,N,.,12-28-2017,1,10.3344
C7672,M,MD,36,30s,S,N,2017,N,.,12-21-2018,1,13.226700000000001
C7673,F,NV,61,60s+,M,N,2017,N,.,12-26-2017,1,35.02868999999999
C7674,M,NV,40,40s,M,N,2017,N,.,12-28-2018,1,20.06913
C7675,F,MD,81,60s+,S,N,2017,Y,2018,.,0,.
C7676,F,NV,21,20s,S,N,2017,Y,2018,.,0,.
C7677,M,NV,26,20s,M,Y,2017,N,.,12-24-2018,1,31.15295999999999
C7678,F,SC,55,50s,M,N,2017,N,.,12-30-2017,1,23.69109999999999
C7679,M,LA,65,60s+,S,N,2017,Y,2018,.,0,.
C7680,M,NC,58,50s,M,N,2017,N,.,12-15-2018,1,11.369810000000001
C7681,F,PA,44,40s,S,N,2017,Y,2018,.,0,.
C7682,F,PA,20,20s,M,Y,2017,Y,2018,.,0,.
C7683,F,NV,49,40s,M,Y,2017,N,.,12-17-2017,1,25.606249999999996
C7684,F,NC,23,20s,M,Y,2017,N,.,12-22-2017,1,8.58813
C7685,F,SC,45,40s,S,Y,2017,N,.,12-05-2017,1,15.56527
C7686,M,NC,20,20s,S,Y,2017,N,.,11-04-2017,1,16.273650000000004
C7687,F,AL,24,20s,M,Y,2017,Y,2018,.,0,.
C7688,F,AR,48,40s,M,Y,2017,Y,2018,.,0,.
C7689,M,CA,40,40s,M,Y,2017,N,.,12-26-2018,1,13.431850000000003
C7690,F,KY,32,30s,M,Y,2017,N,.,11-26-2018,1,20.489639999999998
C7691,F,NC,54,50s,M,Y,2017,Y,2018,.,0,.
C7692,M,VA,60,60s+,M,N,2017,N,.,10-20-2018,1,10.3277
C7693,F,FL,57,50s,S,N,2017,N,.,11-21-2018,1,12.650380000000002
C7694,F,AL,77,60s+,M,N,2017,N,.,10-08-2018,1,15.351230000000001
C7695,F,SC,62,60s+,M,N,2017,N,.,12-31-2017,1,25.786209999999997
C7696,F,TX,75,60s+,M,N,2017,N,.,11-05-2017,1,15.126350000000002
C7697,M,CA,26,20s,S,N,2017,N,.,11-16-2017,1,9.427650000000002
C7698,M,FL,28,20s,S,N,2016,N,.,12-30-2016,1,11.545863
C7699,M,IL,21,20s,S,N,2017,Y,2018,.,0,.
C7700,M,NC,44,40s,M,Y,2017,Y,2018,.,0,.
C7701,M,NC,25,20s,S,N,2017,N,.,12-27-2018,1,9.723680000000002
C7702,F,LA,50,50s,S,N,2017,Y,2018,.,0,.
C7703,F,NC,41,40s,M,N,2017,N,.,12-01-2018,1,11.341410000000002
C7704,M,MD,57,50s,M,N,2017,N,.,07-23-2017,1,10.65406
C7705,M,VA,33,30s,S,N,2017,Y,2018,.,0,.
C7706,F,GA,56,50s,M,N,2017,N,.,12-14-2018,1,18.30673
C7707,M,TX,28,20s,M,Y,2017,N,.,10-27-2017,1,14.915650000000003
C7708,M,CA,48,40s,S,N,2017,Y,2018,.,0,.
C7709,F,CA,24,20s,S,N,2017,N,.,12-14-2017,1,19.072960000000002
C7710,F,MD,79,60s+,S,N,2017,Y,2018,.,0,.
C7711,F,KY,35,30s,M,Y,2017,N,.,12-24-2018,1,11.1554
C7712,F,GA,31,30s,M,Y,2017,N,.,12-23-2018,1,12.933589999999999
C7713,F,NV,35,30s,M,Y,2017,Y,2018,.,0,.
C7714,F,TX,47,40s,M,Y,2017,N,.,12-14-2018,1,14.4364
C7715,F,CA,23,20s,S,N,2017,N,.,11-18-2017,1,11.509750000000002
C7716,F,SC,23,20s,M,N,2017,Y,2018,.,0,.
C7717,M,TX,66,60s+,S,N,2017,Y,2018,.,0,.
C7718,M,MD,66,60s+,S,N,2017,N,.,12-12-2017,1,18.03913
C7719,F,MD,41,40s,M,N,2017,N,.,12-13-2017,1,11.548180000000002
C7720,M,SC,70,60s+,M,N,2016,N,.,12-30-2016,1,20.491149349999997
C7721,M,ME,68,60s+,M,N,2017,N,.,11-26-2017,1,12.23414
C7722,M,VA,27,20s,S,N,2017,Y,2018,.,0,.
C7723,F,MD,68,60s+,S,N,2017,N,.,12-01-2018,1,13.058750000000002
C7724,M,IL,26,20s,S,N,2017,Y,2018,.,0,.
C7725,M,MD,71,60s+,S,N,2017,N,.,12-09-2017,1,16.959600000000002
C7726,M,NC,22,20s,M,Y,2017,N,.,12-31-2017,1,14.67233
C7727,M,CA,48,40s,M,Y,2017,N,.,12-06-2017,1,13.961990000000002
C7728,F,NV,33,30s,S,N,2017,Y,2018,.,0,.
C7729,F,MI,65,60s+,M,N,2017,N,.,11-27-2018,1,13.897180000000002
C7730,F,NY,43,40s,M,Y,2017,Y,2018,.,0,.
C7731,F,PA,52,50s,M,N,2017,N,.,12-29-2017,1,18.951340000000002
C7732,M,AR,39,30s,M,N,2017,N,.,12-26-2018,1,16.673250000000003
C7733,F,TN,60,60s+,M,N,2017,N,.,12-23-2018,1,17.094400000000004
C7734,M,DC,75,60s+,S,N,2017,Y,2018,.,0,.
C7735,M,TX,59,50s,M,N,2017,N,.,12-22-2018,1,14.258590000000002
C7736,F,NC,78,60s+,M,N,2017,N,.,12-08-2017,1,14.884350000000001
C7737,F,FL,74,60s+,M,N,2017,Y,2018,.,0,.
C7738,F,MI,85,60s+,S,N,2017,N,.,12-14-2018,1,15.985980000000001
C7739,F,NY,50,50s,M,N,2017,Y,2018,.,0,.
C7740,F,TN,48,40s,M,Y,2017,N,.,12-02-2017,1,20.77977
C7741,M,TN,28,20s,M,N,2017,N,.,12-31-2017,1,12.98498
C7742,F,NV,31,30s,S,Y,2017,N,.,12-30-2017,1,21.57818
C7743,F,GA,66,60s+,M,N,2017,N,.,12-25-2017,1,12.690290000000001
C7744,F,CA,88,60s+,S,N,2017,N,.,12-25-2018,1,19.154660000000003
C7745,F,VA,41,40s,M,Y,2017,Y,2018,.,0,.
C7746,M,NJ,40,40s,M,Y,2017,N,.,12-17-2018,1,10.209380000000001
C7747,F,FL,75,60s+,S,N,2017,N,.,11-26-2017,1,12.58679
C7748,F,NY,52,50s,M,Y,2017,N,.,12-10-2017,1,13.861050000000002
C7749,M,NC,77,60s+,S,N,2017,Y,2018,.,0,.
C7750,M,SC,36,30s,M,N,2017,Y,2018,.,0,.
C7751,M,GA,31,30s,M,Y,2017,N,.,10-20-2017,1,11.91679
C7752,M,CA,28,20s,M,Y,2017,N,.,11-19-2017,1,12.19445
C7753,M,NC,39,30s,M,Y,2017,N,.,11-26-2017,1,10.45366
C7754,M,CA,20,20s,S,N,2017,Y,2018,.,0,.
C7755,F,FL,54,50s,S,N,2017,N,.,11-05-2018,1,14.484430000000001
C7756,F,CA,41,40s,M,Y,2017,N,.,12-29-2018,1,12.68516
C7757,F,CA,46,40s,S,N,2017,N,.,11-23-2017,1,11.052249999999999
C7758,M,SC,21,20s,M,Y,2017,Y,2018,.,0,.
C7759,M,CA,63,60s+,S,N,2017,N,.,11-27-2018,1,15.651860000000001
C7760,F,DC,58,50s,S,N,2017,N,.,12-08-2018,1,9.419900000000002
C7761,F,NV,54,50s,S,N,2017,Y,2018,.,0,.
C7762,M,NC,50,50s,S,N,2017,Y,2018,.,0,.
C7763,F,NV,24,20s,S,N,2017,N,.,12-27-2018,1,23.107379999999992
C7764,F,NC,25,20s,M,Y,2017,Y,2018,.,0,.
C7765,M,AR,31,30s,S,N,2017,N,.,12-16-2017,1,9.813329999999999
C7766,M,OH,62,60s+,S,N,2017,N,.,11-06-2017,1,10.306650000000003
C7767,M,TX,60,60s+,M,N,2017,Y,2018,.,0,.
C7768,F,TX,52,50s,M,Y,2017,N,.,10-12-2017,1,15.059130000000001
C7769,M,MI,31,30s,S,N,2017,N,.,11-30-2017,1,10.476600000000001
C7770,F,NJ,41,40s,M,Y,2017,N,.,12-29-2018,1,21.599219999999992
C7771,M,TN,47,40s,M,N,2017,Y,2018,.,0,.
C7772,F,NC,53,50s,M,Y,2017,N,.,12-12-2017,1,13.652800000000001
C7773,M,NC,46,40s,M,Y,2017,Y,2018,.,0,.
C7774,F,GA,57,50s,M,N,2017,N,.,12-22-2017,1,16.56643
C7775,M,AL,30,30s,M,N,2017,N,.,07-27-2017,1,4.5378
C7776,F,FL,32,30s,M,Y,2017,N,.,12-11-2018,1,9.63645
C7777,M,WV,41,40s,M,N,2017,Y,2018,.,0,.
C7778,F,GA,56,50s,M,N,2017,Y,2018,.,0,.
C7779,F,GA,46,40s,M,Y,2017,N,.,12-28-2018,1,12.460280000000001
C7780,F,NC,23,20s,M,Y,2017,N,.,11-09-2017,1,8.97537
C7781,M,SC,55,50s,M,N,2017,N,.,11-28-2018,1,26.540059999999993
C7782,M,GA,33,30s,M,N,2017,Y,2018,.,0,.
C7783,M,NY,40,40s,M,Y,2017,Y,2018,.,0,.
C7784,F,CT,85,60s+,S,N,2017,N,.,12-06-2018,1,15.221910000000001
C7785,M,CA,46,40s,M,Y,2017,Y,2018,.,0,.
C7786,M,WV,53,50s,M,Y,2017,Y,2018,.,0,.
C7787,M,CA,38,30s,M,N,2017,N,.,12-07-2018,1,14.29325
C7788,F,NY,71,60s+,S,N,2016,N,.,12-31-2017,1,22.462065699999997
C7789,F,NV,36,30s,M,Y,2017,N,.,12-24-2017,1,25.282679999999992
C7790,M,NV,72,60s+,S,N,2017,N,.,12-31-2017,1,23.419600000000003
C7791,F,NJ,57,50s,M,N,2017,Y,2018,.,0,.
C7792,F,NV,53,50s,M,N,2016,N,.,12-30-2016,1,30.555225699999987
C7793,F,AR,50,50s,M,Y,2017,Y,2018,.,0,.
C7794,F,CA,38,30s,M,Y,2017,N,.,12-06-2018,1,11.37133
C7795,F,FL,35,30s,S,Y,2017,N,.,12-23-2017,1,21.405119999999997
C7796,M,NC,37,30s,S,N,2017,N,.,11-18-2018,1,14.445450000000001
C7797,F,CA,49,40s,M,N,2017,Y,2018,.,0,.
C7798,F,KY,45,40s,M,Y,2017,N,.,12-29-2017,1,17.483230000000002
C7799,M,PA,73,60s+,S,N,2017,N,.,08-24-2017,1,10.2888
C7800,F,TX,46,40s,S,N,2017,Y,2018,.,0,.
C7801,M,NC,33,30s,M,Y,2017,Y,2018,.,0,.
C7802,M,MS,37,30s,M,Y,2017,Y,2018,.,0,.
